fund_name,type,order,aic,residuals
Pictet Health P EUR,Hedge Fund,"(0, 0, 0)",552.3050138830251,"[ -5.6845  -0.2545   1.7355  -1.0945   4.6555   3.3255  -4.4545   2.1155
  -0.8345  -2.8445  -0.1945   3.2455   1.0755  -1.9645   0.0155 -10.1145
  -9.1145   3.0155  -2.2045  -4.0645   6.4755   1.6155   1.0955  -0.6845
  -8.7445   5.7355   2.2355   0.8955   3.4455  -1.2145  -1.3545   1.3755
   1.6555   0.0955   2.7155   1.6955  -2.6945  -0.9145   2.7155  -3.7845
   6.2055   3.2355   2.6155   1.0955   1.3555   9.3855  -3.2145   1.0855
  -0.2145   5.4155  -1.4145   3.9955   1.7155   3.5255   1.3755  -3.1645
   1.5355   4.4955   1.0455  -0.6445   1.9955  -2.0545   2.9455  -9.9845
  -7.6845   3.2855  -1.6045  -0.7545 -10.2445  -1.6845  -2.6545   1.1055
   4.2955  -1.3845   3.3455  -4.6845  -2.2245  -6.0445   2.3855  -0.0945
   0.1455   6.7455  -1.6645  -0.2145  -4.4845   1.6855  -3.5445   0.0355
  -0.0945  -2.2845  -1.4845  -2.2445   0.6355  -3.5645  -3.0145   1.5455
   5.4155   1.2255   4.3155   4.4355]"
Pictet Clean Energy P EUR,Hedge Fund,"(1, 0, 0)",552.42494999831,"[ -4.44        -1.38674665   2.16236529  -3.90052223   1.60891377
   0.30926834  -0.24126781   3.70577772  -1.23801178   1.82311087
   2.54919014  -4.90609052  -2.72068131  -2.68444563  -3.16477236
  -7.18653722  -7.13635565   7.91007552  -0.53836369   0.72873219
   4.65869309   2.22519121  -2.95731923  -0.62939957  -3.16685003
  -0.48657632   4.3701173   -1.49989395  -1.44959507  -0.98041885
   1.24499304   0.69926834   1.10959507   5.62197429   2.92900857
  -1.52772416   2.46405196  -3.13179004   4.13154151  -0.95256079
   6.74913712   2.20557097   2.02173969   2.09939957  -1.74605142
   4.69773808  -0.53083503  -1.63274505   3.88413016   2.52805356
  -4.1370316    6.50649545  -3.32222014   0.9169534    0.4366015
   2.07115051   5.85398768   5.66290412   4.30921799  -4.45517461
   6.71346278  -5.9640632   -3.61728281 -11.89584467  -2.29548152
   8.39686128   3.65332298  -6.98239047  -7.12228977   0.56368345
   2.5800782   -0.96605142   4.81946385  -3.5472271    4.04912319
   1.70108623   1.51882432  -1.52203857   2.79802571   1.15423621
   0.95496786   5.46955597   1.25326995  -1.25994697   0.61253562
  -3.36126781  -0.07112533   0.60643117   2.43115051   5.92939957
  -3.87680825  -1.20722978   0.8101955   -2.65491484  -0.55030155
   0.51253562   6.94389555  -4.98143546   1.03440386   0.8132812 ]"
Reichmuth Bottom Fishing EUR,Hedge Fund,"(1, 0, 1)",552.5024729785694,"[-3.87000000e+00 -1.39632315e+00  7.57396003e-02 -4.49542293e-01
  2.76981031e+00  1.70517937e+00  4.35355259e+00  5.76003138e+00
  3.61457272e-01  3.97987370e+00 -4.07936984e+00  1.68305046e+00
 -2.92905601e+00 -2.71006797e+00 -3.28327138e+00 -8.67969061e+00
 -5.64341562e+00  8.52827962e+00 -2.62165850e+00 -1.90954992e-01
  7.50033828e+00  2.37430104e+00 -8.92588660e-01 -3.37241184e+00
 -6.21660477e+00  2.55977597e+00 -3.30747949e-01  2.14474715e+00
 -8.61476921e-01 -9.73015021e-01 -1.10444946e+00  4.73333631e+00
  2.55778689e+00  1.11982052e+00  1.85122974e+00 -3.34227842e+00
  4.35019112e+00 -5.60688739e+00  2.43208903e+00 -9.42324003e-01
  5.97738836e+00  2.93858022e+00  2.11968002e+00 -2.39918480e+00
 -1.02648920e-01 -3.12537623e-01  3.99197995e-01  1.38834383e+00
  3.64434369e+00  5.41990490e-01  1.37505348e+00  3.27462146e+00
 -1.23322018e+00 -4.39494801e+00  5.25572550e+00 -3.44276392e+00
  6.26340531e+00  5.24301455e+00  1.23516624e+00  1.16699531e+00
  7.71368225e-01 -6.75737754e+00  6.93152596e-01 -1.05804851e+01
 -3.14557433e+00  1.09988041e+01  4.92400160e-01 -4.13231234e+00
 -6.93933930e+00  4.57236801e+00  4.17183844e+00  6.67049794e+00
 -6.85074852e-02 -2.05012150e+00  4.48112647e+00  1.07242735e+00
  8.92822357e-01  9.36132183e-03  5.77646891e+00  7.08435855e-01
  2.91439127e+00  1.04430221e+00  1.23279513e+00 -4.89131769e-01
 -3.14333723e+00  1.76496853e+00  9.24047711e-01 -3.23527406e+00
  2.28099450e+00 -2.07306053e+00  1.47067615e-02  1.28742862e+00
  2.38404003e+00 -3.98686138e+00 -4.56591324e+00  4.29669450e+00
 -6.73437236e-03  1.67746001e+00  1.26635379e+00 -1.45213230e+00]"
"Strategos Fund, L.P.",Hedge Fund,"(0, 0, 0)",552.5249202725404,"[ -5.7721  -0.7021  -7.8921   2.1979  -2.4821   3.6179   0.2079   3.6979
   1.1379   4.2879   0.7579   1.8979   2.2779   4.6679  -0.1721 -11.4521
 -11.0721   6.6679  -4.4521  -0.7221   3.4879   1.9579  -0.6221  -0.8721
  -1.5921   1.1779   2.8179   0.6879   3.3579  -2.3521  -2.3821   1.0479
  -1.7121  -1.6621   2.1379  -1.7421   3.9879  -0.0421   2.1879  -1.2421
   4.1779   1.7579   1.8179  -1.0421  -1.0221   5.5179  -4.3721  -9.6521
  -2.7721   5.2479  -0.1821  -3.9221  -8.4321  -2.3721   2.8179   2.0579
  -4.2921   3.4779  -1.5421   0.6479  -2.0921   1.8079  -5.0521   3.2879
  -0.7621   7.0779   1.3379  -1.9921  -3.2821   4.6579  -1.2721   0.2179
  -1.8621  -0.5621  -2.3121  -3.8921  -0.9221  -1.2121   0.9879  -0.1921
   1.0379  -2.3821  -0.1621   2.6679  -3.6521   3.4279  -1.1721   2.5379
   1.7079  -2.8621  -4.6921   3.0479   3.9679   1.4879   4.1079  12.4479
   3.9979  -3.9421  -0.9421   2.1579]"
"Strategos Offshore, Ltd.",Hedge Fund,"(0, 0, 0)",553.6209043627899,"[-5.72340e+00 -5.83400e-01 -7.81340e+00  2.22660e+00 -2.47340e+00
  3.65660e+00  2.16600e-01  3.68660e+00  1.14660e+00  4.21660e+00
  7.46600e-01  1.86660e+00  2.21660e+00  4.58660e+00 -1.73400e-01
 -1.15434e+01 -1.12434e+01  6.73660e+00 -4.52340e+00 -7.93400e-01
  3.57660e+00  2.18660e+00 -6.13400e-01 -8.43400e-01 -1.89340e+00
  1.33660e+00  2.84660e+00  6.56600e-01  3.37660e+00 -2.33340e+00
 -2.36340e+00  1.00660e+00 -1.64340e+00 -1.63340e+00  2.13660e+00
 -1.72340e+00  4.02660e+00 -3.40000e-03  2.24660e+00 -1.22340e+00
  4.20660e+00  1.79660e+00  1.82660e+00 -1.03340e+00 -9.83400e-01
  5.57660e+00 -4.36340e+00 -9.62340e+00 -2.76340e+00  5.23660e+00
 -1.53400e-01 -3.90340e+00 -8.42340e+00 -2.35340e+00  2.82660e+00
  2.04660e+00 -4.29340e+00  3.44660e+00 -1.55340e+00  6.96600e-01
 -2.10340e+00  1.78660e+00 -5.06340e+00  3.29660e+00 -7.73400e-01
  7.06660e+00  1.31660e+00 -1.99340e+00 -3.23340e+00  4.73660e+00
 -1.36340e+00  3.06600e-01 -2.02340e+00 -5.53400e-01 -2.33340e+00
 -3.93340e+00 -9.53400e-01 -1.24340e+00  9.56600e-01 -2.43400e-01
  1.00660e+00 -2.41340e+00 -1.93400e-01  2.53660e+00 -3.70340e+00
  3.37660e+00 -1.23340e+00  2.85660e+00  1.66660e+00 -2.85340e+00
 -5.10340e+00  3.41660e+00  3.96660e+00  1.46660e+00  4.08660e+00
  1.24266e+01  4.00660e+00 -3.94340e+00 -9.43400e-01  2.15660e+00]"
SVM Highlander Fund Plc EUR,Hedge Fund,"(0, 0, 0)",553.629665135812,"[-1.86  2.69 -6.55  4.61  2.48 -2.38  7.48 -4.65 -0.77 -2.21 -4.59  0.71
 -4.66  0.99  3.98  2.88  3.32 -7.86  3.07  1.02 -7.34 -0.78 -2.24  1.26
  3.41 -4.76  2.25 -7.09 -3.27 -0.93 -0.64  0.    2.24  3.55  5.88 -0.58
  1.83  1.58  2.33 -2.95  0.22  1.    4.98  6.63 -0.58  7.29 -3.06 -3.82
 -4.13 -0.56  1.86  1.87 -0.12 -4.1  -0.98  1.11  3.05  3.71  5.33 -1.63
  6.83 -2.34  5.42 -7.11 -1.08  2.33  4.55 -0.78 -5.31 -0.14 -4.49 -2.92
  7.58 -8.06  4.07 -1.18  0.96 -4.56 -0.76  3.09 -0.35  3.17  5.61  2.58
  0.35 -3.52 -2.28  2.85  2.59  5.46 -2.56  4.4   1.86 -2.82 -2.8   4.75
  4.73  3.09  1.5  -7.3 ]"
R Opal Europe Equity C  EUR,Fund of Funds,"(0, 0, 0)",554.7704775144365,"[-5.130e+00  1.690e+00  1.460e+00 -1.960e+00  4.560e+00  2.180e+00
 -8.700e-01  3.610e+00  2.450e+00  5.400e-01 -2.120e+00  2.650e+00
 -6.000e-01 -3.870e+00  7.800e-01 -1.263e+01 -4.700e-01  7.980e+00
 -8.640e+00  7.380e+00  4.900e+00  3.490e+00  4.000e-01 -1.210e+00
 -5.550e+00  3.510e+00  3.800e+00  2.880e+00  5.600e-01 -1.900e-01
  2.230e+00  9.900e-01  3.430e+00 -2.200e-01  1.770e+00  7.400e-01
  3.570e+00 -4.530e+00  3.000e-01 -1.250e+00  4.020e+00  3.230e+00
  1.790e+00  9.900e-01 -1.510e+00  4.440e+00 -1.200e+00 -1.020e+00
  4.120e+00 -5.200e-01 -1.000e+00 -4.800e-01  4.000e-01  4.000e-01
  4.740e+00 -6.100e-01  7.850e+00  7.380e+00  2.090e+00  5.000e-02
  2.050e+00  1.200e-01 -3.300e-01 -7.660e+00 -3.730e+00  6.520e+00
  2.470e+00 -4.000e+00 -7.650e+00 -3.480e+00  1.750e+00 -6.990e+00
 -4.560e+00 -1.231e+01 -8.120e+00  5.600e-01  4.300e-01  2.100e-01
  1.110e+00  4.260e+00  2.400e-01  1.930e+00  2.490e+00  2.090e+00
  1.600e+00 -3.010e+00 -7.000e-02 -8.000e-01  4.090e+00  1.350e+00
 -2.320e+00 -3.500e-01  2.700e+00 -3.290e+00 -2.670e+00  5.210e+00
  1.000e-02 -1.400e+00  1.190e+00 -2.390e+00]"
"WAM Global Water Equity, LP",Hedge Fund,"(0, 0, 0)",557.2777492952497,"[ -7.7621  -1.3821   4.3179  -5.4821   8.1079   4.5379  -0.6121   5.4879
  -2.1021   2.3579   1.5479   2.6379  -4.1921  -2.0321  -0.3721  -6.9321
  -9.8921   6.1679  -4.0321  -3.0521   6.5679   5.1679  -2.0321  -2.2421
 -10.6821   4.6379   0.6779   0.3379   5.2079  -2.6921   1.8679   3.9379
   2.2479  -0.3421   0.5379  -1.2021   0.3579  -6.8221   4.6179  -3.2921
   8.4879   3.6979   0.9479   2.2779  -3.9221   5.2979   1.0579  -0.4521
   1.0279   2.7079  -4.8221   5.6779  -4.6521   3.6379  -0.7921  -1.8221
  -6.2121   2.9479  -2.6821   2.0679   0.2679  -2.6621  -3.5421  -6.6921
  -2.8121   4.3279   0.9379  -2.3221  -2.1821  -1.0121   5.7979   2.3079
   1.6979   4.2779   2.0679  -3.1921   0.8079  -2.0321   3.7279   0.5579
   0.3579   1.9379   0.6679   0.4779   1.2579  -0.6821   0.1479   0.4779
  -0.1521   0.3579   2.3179  -0.4921  -3.8521  -7.6921   1.8479   1.2779
  -1.3321  -1.4421   2.6379  -7.1021]"
Deutsche Invest I Asian Small/Mid Cap LD,Hedge Fund,"(0, 0, 1)",557.7122774240123,"[ -1.56         2.46239259   1.10879109   2.72089966   3.1557839
   1.87841279   5.04311006   0.7991159   -8.41564156  -4.40903768
   4.75977958   0.90557266   2.08563106  -6.0428079    4.34065275
 -13.76132589  -6.32650384   5.36720815  -3.03834204  -0.81010288
   3.6686064    4.17002593  -1.61528221   1.01588418  -1.59413652
   1.25017801   2.91263925  -3.2759762    5.34402274   1.90791454
   4.38514893  -0.23333319   3.532965     5.48662879   3.46943228
   0.4237731    3.09564476  -8.94536027   0.24390701  -5.78581835
   4.04130408   2.8394534    0.69377301  -0.58721477  -1.41153999
   3.51090431   0.79258187   2.16612165   4.0254717   -0.11627423
   5.86137662  -0.71169349  -0.01794939   0.40484365   1.20075287
  -2.40402337  11.12872612  -0.25308866   2.03829602  -0.13003453
  -0.06491016  -2.33248398  -6.2105788  -10.99407424   2.74675283
   8.08878828  -0.05276091  -0.74576246  -6.64875587   0.38416792
   3.60633222   0.62683063   1.94084965  -0.22373861   4.1103759
   0.40081436  -0.51815982  -0.86017448  -0.23788177  -0.61580756
   4.42617578   1.50559571   2.72371474  -0.75499489  -1.3962645
  -1.42321778  -1.00594444   0.82145428   1.37833042  -1.5119427
   4.377998     1.81859649   2.05925143  -1.84568935  -0.30194041
   0.85147867   6.29022833  -6.0974192   -0.81461038  -1.59017725]"
Deutsche Invest I Asian Small/Mid Cap LC,Hedge Fund,"(0, 0, 1)",557.838176867542,"[ -1.75         2.63981337   1.01182688   2.65732139   3.18363834
   1.91173304   5.13462106   0.72577121  -8.40565873  -4.41394087
   4.75994255   0.90677978   2.11554366  -6.04032377   4.33839478
 -13.74957628  -6.33328838   5.36737433  -3.03697614  -0.8112697
   3.66870804   4.17096278  -1.62443874   1.01792811  -1.58442053
   1.24713971   2.90378693  -3.27282418   5.34231194   1.90978036
   4.3951474   -0.23487607   3.53331961   5.48746178   3.47064981
   0.43435677   3.09290292  -8.94380745   0.24113721  -5.78500754
   4.03956476   2.84098451   0.69410656  -0.58712234  -1.41171925
   3.51058163   0.79359166   2.16605774   4.02605827  -0.10537432
   5.85840758  -0.70935248  -0.01876756   0.4050595    1.20080109
  -2.40372076  11.12801267  -0.24997127   2.04738909  -0.13195017
  -0.06442791  -2.33263105  -6.20115221 -10.99824791   2.74498833
   8.08998591  -0.05095774  -0.75626244  -6.65612122   0.39440598
   3.60367314   0.62849536   1.95056561  -0.22584778   4.1108857
   0.40175728  -0.51830867  -0.86027055  -0.23808196  -0.61581612
   4.42601623   1.50680209   2.72378524  -0.754298    -1.38665081
  -1.4261765   -1.00552088   0.82107569   1.37864839  -1.51166614
   4.37752605   1.81987442   2.05938491  -1.85518409  -0.29986587
   0.85084004   6.2906243   -6.09587264  -0.81662995  -1.58984691]"
Deutsche Invest I Asian Small/Mid Cap NC,Hedge Fund,"(0, 0, 1)",557.8564985538633,"[ -1.73         2.52943093   1.05585265   2.6343546    3.23706643
   1.93538291   5.15295488   0.70324282  -8.43697325  -4.61680934
   4.67183448   0.95431827   2.06984283  -6.14088241   4.19537223
 -13.69577852  -6.64341458   5.28183602  -2.97919052  -0.94027741
   3.61662374   4.18986535  -0.49439269   0.65441546  -1.54468569
   1.14872498   2.89091977  -3.27750899   5.22479537   1.96516394
   4.33546036  -0.15103213   3.43800771   5.51481463   3.50217968
   0.43866555   3.02960844  -8.92241042   0.01535243  -5.78386349
   3.8755273    2.88471146   0.67405336  -0.61962763  -1.46406877
   3.42843748   0.82722301   2.10182675   4.02106874  -0.0919145
   5.78313057  -0.64534286  -0.09759745   0.3645607    1.15825716
  -2.42147903  11.01937276  -0.08305955   1.9409022   -0.1284341
  -0.12767916  -2.37786914  -6.29160181 -11.13669877   2.53258501
   8.12266708   0.02590547  -0.83651919  -6.69948733   0.2259469
   3.58313976   0.5982917    1.90943803  -0.28051604   4.06059274
   0.42813916  -0.58774256  -0.95209275  -0.31040289  -0.68188614
   4.37159878   1.52987352   2.68500255  -0.76568927  -1.4673119
   2.22925362  -2.02099863   0.98859061   1.25121809  -1.51487294
   4.2812225   -0.77738301   2.67563086  -2.02333086  -0.39082247
   0.8083517    6.24657577  -6.07197029  -0.97196972  -1.63540079]"
Pictet Clean Energy Pdy GBP,Hedge Fund,"(0, 0, 0)",557.9317944209535,"[ -6.71  -4.99   2.13  -3.17   5.26   1.47  -3.74   6.36  -1.63   1.23
   6.73  -2.57  -4.92  -0.14  -5.9   -7.54 -10.64   6.74   0.07  -1.86
   4.45   3.17  -2.89  -2.83  -4.95  -1.48   1.77  -0.47  -1.7   -1.02
   2.34   0.99   7.45   6.19   1.17  -0.8    2.94  -2.42   5.4   -3.03
   4.76   4.52   0.16   2.73  -1.65   3.98   0.68  -2.58   2.45   1.32
  -4.51   5.97  -4.2    1.     2.11  -0.5    2.73   2.91   4.92  -2.99
   4.54  -6.4   -4.51 -10.09  -3.17   4.53   2.76  -1.57  -4.87   1.53
   4.23  -1.97   2.44   5.58   5.02   3.23   3.64   2.48  -2.96   2.1
   1.84   5.01   2.28  -2.51   3.97  -2.5    1.28   3.7   -2.11   5.83
  -2.51  -0.9   -0.76  -1.55  -1.88   0.43   7.    -3.12   1.29   1.49]"
Deutsche Invest I Asian Small/Mid Cap FC,Hedge Fund,"(0, 0, 1)",558.2992111721119,"[-1.55000000e+00  2.56254537e+00  9.56545501e-01  2.78992616e+00
  3.19118734e+00  2.00202880e+00  5.18546706e+00  6.89601692e-01
 -8.33756518e+00 -4.35226060e+00  4.82377400e+00  9.37978791e-01
  2.13487858e+00 -6.01066692e+00  4.41484493e+00 -1.37307963e+01
 -6.23535239e+00  5.43595727e+00 -3.00852931e+00 -7.31708292e-01
  3.72901778e+00  4.21574220e+00 -1.56664227e+00  1.07611198e+00
 -1.53269235e+00  1.30687792e+00  2.96454148e+00 -3.22632743e+00
  5.40753075e+00  1.93920244e+00  4.46255516e+00 -2.03773078e-01
  3.58542436e+00  5.53479826e+00  3.51458687e+00  4.64065389e-01
  3.15377857e+00 -8.90779814e+00  3.12837409e-01 -5.73508884e+00
  4.10989028e+00  2.88214845e+00  7.56082697e-01 -5.05647391e-01
 -1.37246866e+00  3.58329858e+00  8.35376450e-01  2.21278545e+00
  4.08814314e+00 -7.19365287e-02  5.90956606e+00 -6.67346450e-01
  3.15119649e-02  4.71429042e-01  1.24177573e+00 -2.30775133e+00
  1.11876867e+01 -2.32945673e-01  2.11335903e+00 -8.48138031e-02
 -1.69314423e-02 -2.27539481e+00 -6.15111399e+00 -1.09369548e+01
  2.82474895e+00  8.13169482e+00 -1.17445973e-02 -6.56805580e-01
 -6.61135505e+00  4.58226463e-01  3.65536671e+00  7.05774597e-01
  1.98803594e+00 -1.60727099e-01  4.16371626e+00  4.47508294e-01
 -4.51718052e-01 -8.77136934e-01 -1.61426994e-01 -5.66093374e-01
  4.48397208e+00  1.55040172e+00  2.80830530e+00 -7.13832658e-01
 -1.33584422e+00 -1.36666292e+00 -9.48280525e-01  8.77923394e-01
  1.46121308e+00 -1.46743623e+00  4.43912887e+00  1.90259865e+00
  2.11251104e+00 -1.80458316e+00 -3.09170335e-01  9.24091427e-01
  6.34865581e+00 -6.12677474e+00 -7.23574830e-01 -1.54319444e+00]"
Deutsche Invest I Asian Small/Mid Cap LS,Hedge Fund,"(0, 0, 1)",558.3418727763645,"[ -1.15         3.02914883   0.95697085   2.73197213   3.35313489
   2.07557363   5.39016365   0.53613207  -8.36460882  -4.44384649
   4.73862149   0.85187      2.23022841  -6.23155086   4.37081206
 -13.77892219  -6.32346474   5.33560363  -3.03915168  -0.8302614
   3.65394319   4.16443607  -1.6432572    1.02322939  -1.5959917
   1.24048065   2.91540996  -3.27636223   5.35372048   1.90596173
   4.38591233  -0.14299513   3.50856952   5.49364714   3.46821985
   0.4345305    3.09279577  -8.94420781   0.2424865   -5.78540494
   4.04047485   2.84017838   0.6939297   -0.58717097  -1.41162465
   3.51075204   0.79305846   2.15609142   4.02844582  -0.10657707
   5.85874662  -0.71025701  -0.01842513   0.40496974   1.20076908
  -2.40387879  11.12838891  -0.2616172    2.05056499  -0.13309095
  -0.0641019   -2.33271004  -6.21080716 -10.99478306   2.74558021
   8.07944529  -0.03923746  -0.76941663  -6.64246823   0.38164721
   3.60705978   0.62708175   1.95085967  -0.22619782   4.11101146
   0.40115282  -0.51820139  -0.86022755  -0.23797416  -0.61581215
   4.42610062   1.50616504   2.72374794  -0.75466597  -1.39644687
  -1.4233418   -1.00608753   0.83136809   1.37575831  -1.51107795
   4.3775772    1.81925307   2.05929992  -1.84544698  -0.30223474
   0.8515206    6.29032265  -6.09666434  -0.81557036  -1.59001937]"
"Compass Technology Partners II, L.P.",Hedge Fund,"(0, 0, 0)",559.0449482864722,"[-5.3154 -3.7854  1.4446  1.2046  8.1046  5.1246  2.3146  3.7546  1.7646
  1.1246 -1.8554  0.4046  0.4646 -2.4054 -0.3254 -5.7954 -2.2954 -0.2254
 -3.4654 -0.6654  3.4646  0.1646  1.6746 -9.4454 -6.9154  4.4046 -5.6954
  0.1446 -2.8954 -7.2954  1.9446  0.9046  1.5946 -3.6954 -0.0654 -0.3854
  5.7946  4.9946  7.1346 -3.3454 10.4546 -4.8854  3.4346  2.1046 -2.9854
 -1.2254 -1.4954 -8.6054  0.1146  5.7146 -8.1954  2.8746 -1.7954  7.9246
  0.7546  3.1446 -3.9154  4.5946  0.1646 -1.4554  6.1546  3.3446 -1.4454
 -5.8454 -2.0454  3.7046  3.8146 -6.8354 -8.0154 -2.6954  3.9546 -0.9554
  0.5346  1.1546  0.9846  0.0346  3.3946 -6.2654  0.1446 -2.7654 -5.9554
  0.2946  0.7246  2.7646  0.2246  0.4946 -0.4654  2.5146  0.7546  1.8346
  0.1046 -0.5054  5.3046  0.1846  0.0346  0.2946  2.8646  2.1746 -2.8454
  0.0746]"
Pictet Timber P dy GBP,Hedge Fund,"(0, 0, 0)",559.7806835858703,"[-5.7472 -7.0672  1.6928 -1.7272  4.3628  1.3228 -0.3672  6.0628  0.9128
 -1.9472  5.9128 -2.8072 -3.4272 -5.0572 -9.4472 -6.7772 -8.9372  7.8528
 -1.0472  1.6728  5.1028  3.2928 -1.8072 -4.1972 -4.6272  4.1028  0.9128
  1.3128  3.3028  1.1628  1.3128  2.5328  9.3428  5.1928  2.3428 -4.3572
 -2.1572 -4.3272  4.2828 -7.3072  0.7728  2.4528 -4.2772  1.6828 -2.5472
  0.9728 -3.2672 -4.2572  2.5828 -2.2572 -3.3672  4.5228 -3.4172  4.0928
  2.1328  1.9728  3.1228 -1.3972  2.0528 -5.4672  1.1828 -5.1372 -1.4172
 -5.5672 -5.7972  4.0328  6.9328 -4.0472 -8.3972  1.1428  7.2828 -3.2472
  1.1728  2.4428  6.0428  1.9928 -0.2072  2.6828 -0.1372  3.3828 -1.0072
  4.0128 -0.0572 -1.1772 -0.6672  0.6628 -0.3172  2.2328 -0.9872  4.1628
 -2.0872  1.2028 -0.2172 -0.5772 -0.9372  2.9428  3.1828 -2.2872 -2.1272
  2.7528]"
Value Partners Taiwan Fund,Hedge Fund,"(0, 0, 0)",560.1902854879662,"[-1.13909e+01  9.09100e-01  4.90910e+00  5.09100e-01  5.50910e+00
  6.09100e-01  3.09100e-01  6.10910e+00  1.70910e+00 -4.29090e+00
  1.09100e-01  7.20910e+00 -2.19090e+00 -1.29090e+00  6.40910e+00
 -1.10909e+01 -1.36909e+01  4.90910e+00 -8.59090e+00  9.10000e-03
  3.70910e+00  1.07091e+01 -6.90900e-01 -4.79090e+00 -3.49090e+00
 -4.90900e-01  2.10910e+00  4.30910e+00  4.60910e+00 -4.89090e+00
  3.30910e+00  7.09100e-01 -2.90900e-01 -9.90900e-01 -2.90900e-01
  2.90910e+00 -1.39090e+00 -4.39090e+00  2.30910e+00  3.09100e-01
  1.29910e+00  3.20910e+00  5.09100e-01  6.09100e-01 -2.90900e-01
  4.30910e+00  1.80910e+00 -2.39090e+00  2.50910e+00  1.40910e+00
 -1.99090e+00  3.09100e-01 -6.29090e+00 -3.19090e+00 -2.09090e+00
 -9.90900e-01  8.09100e-01  3.00910e+00 -8.90900e-01  1.70910e+00
 -1.79090e+00 -3.39090e+00 -8.99090e+00 -5.49090e+00 -9.90900e-01
  3.90910e+00 -2.99090e+00 -3.90900e-01 -5.09090e+00  3.00910e+00
  5.10910e+00 -3.49090e+00  1.50910e+00  3.60910e+00  4.20910e+00
  2.00910e+00  6.09100e-01 -1.39090e+00 -2.09090e+00 -1.69090e+00
  3.80910e+00  3.50910e+00  9.09100e-01  5.09100e-01  1.10910e+00
  8.09100e-01  2.40910e+00  1.00910e+00 -2.89090e+00  3.60910e+00
 -2.90900e-01 -4.90900e-01  4.20910e+00 -3.59090e+00  3.09100e-01
 -1.89090e+00  1.30910e+00 -1.29090e+00 -8.90900e-01 -1.69090e+00]"
Pictet Timber I EUR,Hedge Fund,"(0, 0, 1)",563.8050319656181,"[ -3.52673924  -3.73897966   1.87427079  -2.55809813   0.44727759
   0.91611629   3.12573509   2.60403124   2.31234845  -2.56386468
   2.29814335  -3.96173223  -1.35201138  -7.88377781  -5.4432412
  -6.26961001  -5.67555707   8.52526481  -2.0065361    4.66447822
   4.62303799   2.28925892  -1.83039852  -2.18196322  -2.75918698
   4.35746477   2.66912627   0.4825765    2.27081728   0.59236991
  -0.0756647    2.42461941   2.58928142   4.40456266   4.33205602
  -5.15705941  -2.01257109  -4.38461582   3.21147112  -5.2688393
   3.4142091    0.62072606  -2.11992148   1.73149942  -2.5466687
   1.83556192  -4.07229037  -2.69541459   4.13789138  -1.18791178
  -2.35841213   4.8473012   -2.36440706   3.96820114  -0.0924382
   4.68713741   5.88963643   1.25911952   2.23424409  -6.4921398
   3.71784869  -4.30485575  -0.65050231  -8.11908704  -5.60791702
   8.09511082   7.86803781  -9.82787441 -10.00139704   0.47465185
   5.47200691  -2.65818672   3.9023028   -6.31254566   5.61088835
   0.22096466  -1.90991004  -0.7700271    5.8188558    1.99974498
  -1.88693723   4.95652426  -0.91080342   0.60998888  -4.09830963
   0.52849137  -2.18607538  -0.55856968   3.8471122    4.09573945
  -3.05158401   0.93135887   1.03344691  -1.72187836   0.33174593
   2.89345968   2.78889999  -3.44540371  -2.41952165   2.54647485]"
